db2 "INSERT INTO CONTRIBUYENTE VALUES ('23097200A','Olivia','Guevara Villegas','637219428')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('32576165U','Antonio','Saldaña Argüello','635702864')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('15955848I','Marisol','Castillo Hernández','678484418')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('21934463A','Gabriel','Valladares Gurule','667506300')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('38814311V','Marco Antonio','Alcalá Valenzuela','615986265')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('16590518I','Adán','Villalpando Cadena','699181720')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('40068627S','Alfonso','Olvera Botello','658183015')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('11249945M','Carlos','Salas Muñiz','691507486')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('41400936O','Julio César','Montalvo Arenas','655410965')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('38885078I','Cristina','Valadez Olmos','618879045')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('25608242E','Carlota','Varela Gaytán','637484425')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('25898500G','Cristóbal','Gaytán Rincón','687736206')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('25484297T','Micaela','Rosado Vela','675405093')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('19472494S','Alfredo','Ríos Rodarte','643315902')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('27336340V','Virginia','Serrano Galindo','673244839')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('18130069Y','Santiago','Estévez Valdés','646373331')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('20329579C','María Elena','Olivera Ledesma','673438667')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('10432896O','Clara','Zavala Alcaraz','637891393')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('14682455V','Guadalupe','Benavides Bravo','627586910')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('10364672Z','Lorena','Reyes Orellana','656010091')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('36361364U','Mariana','Carvajal Orellana','685202492')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('36717133B','Teodoro','Mesa Elizondo','643668451')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('14982094F','María Eugenia','Carbajal Cano','688961427')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('20497786A','Irene','Quesada Gil','643621038')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('29049057Z','Mariana','Raya Barajas','657891341')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('38601913E','José','Acosta Griego','646835070')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('39909016J','María Cristina','Becerra Elizondo','607452436')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('42055303Y','Cristina','Corona Amaya','634624152')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('11755865I','Javier','Valles Gaytán','659189373')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('26037062Q','Jerónimo','Téllez Chávez','645125740')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('39934907V','Mayte','Serrano Farías','618958646')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('17844539H','Manuela','Nazario Ruíz','619585058')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('29479755A','Tomás','Ulloa Nieves','643659949')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('44315053Q','Arturo','Urrutia Robledo','673433442')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('38901130E','Diego','Ramírez Alba','649424478')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('36196850P','Raquel','Gaytán Zapata','640049853')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('28312198X','Ricardo','Ramírez Rodríguez','684303876')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('13464520G','Dolores','Lozano Vanegas','606967991')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('34568562S','Ricardo','Palacios Puente','628643770')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('39388956E','Conchita','Colón Alonzo','658625540')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('19507166H','Yolanda','Bravo Grijalva','623331060')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('26538475V','Luis','Hurtado Araña','685337725')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('11726619V','Esteban','Aparicio Ozuna','653881326')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('15670492S','Daniel','Armendáriz Olivo','615654204')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('14336458B','Alejandro','Moya Valadez','677527074')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('44468229G','Blanca','Flórez Garibay','670111672')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('46587089P','María Luisa','Orosco Luevano','654200759')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('18671705G','María Eugenia','Apodaca Bermúdez','649478726')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('36450272G','José','Esparza Adame','661021372')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('19156075O','María Eugenia','Casillas Haro','630464811')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('19976558I','Juan','Valle Narváez','697438650')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('42054648I','Mariano','Arriaga Menchaca','648678155')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('44356628M','María Cristina','Dávila Orozco','639604701')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('21749705F','Patricia','Cantú Cardona','677576862')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('43288921S','Julia','Loya Hidalgo','643339305')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('16776563T','Daniela','Escobedo Gallardo','616155623')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('33983273J','Alicia','Anguiano Heredia','634207804')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('36723934X','Rosario','Lira Vázquez','623895091')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('36204761B','Guadalupe','Briones Laureano','645268253')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('38808284N','Emilia','Mejía Ayala','698999466')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('24249211M','Leonor','Rivero Carbajal','613335930')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('46538977J','Marta','Chávez Delacrúz','686915125')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('32390953T','Inés','Jiménez Rocha','604518975')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('38717106S','César','Mesa Mata','610064918')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('47215994M','Anita','Alfaro Tórrez','627849145')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('16894805U','Vicente','Solano Carreón','658534563')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('43650875O','José María','Carrero Girón','655962344')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('19783749J','Rosalia','Maldonado Cintrón','671580509')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('13129496H','Concepción','Maya Cabán','634458622')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('37690565D','Graciela','Vázquez Palacios','649678782')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('14634982O','Anita','Domínguez Ocampo','646341057')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('10215872Q','Cristóbal','Cadena Alemán','664206940')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('49279525C','Julio','Tamez Alcalá','636730485')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('32369394K','María Eugenia','Candelaria Rojo','672054669')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('34734149Q','Mayte','Navarro Ojeda','624040918')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('25773359G','Ricardo','Prieto de Anda','679889300')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('19790554W','Tomás','Castellanos Villarreal','658907196')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('13418167N','César','Araña Galván','698008744')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('42695452T','Marisol','Ávila Orozco','695411809')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('42012461U','Armando','Bravo Cuellar','612734756')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('35509498I','Alejandro','Armijo Mercado','649568841')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('38546813G','María Teresa','Menéndez Alicea','603348023')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('23352932J','Magdalena','Cano Holguín','667615745')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('44633470Y','Barbara','Guillén Montes','635486034')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('23975509O','Octavio','Castañeda Beltrán','613212624')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('31229896D','Gabriel','Arce Carranza','614818368')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('47068917G','Concepción','Henríquez Otero','627334127')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('42018782U','José Emilio','Ramírez Banda','636303693')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('38678297H','Pilar','Loera Linares','619950863')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('46046540H','Caridad','Montero Enríquez','679162317')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('36494144A','María Soledad','Vélez Gálvez','661103423')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('48880519U','Rosalia','Roybal Sedillo','608512063')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('22855252W','Luis Miguel','Palacios Centeno','610873528')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('38543444X','Cristóbal','Menéndez Olivo','627027320')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('38998001F','Patricia','Carrión Córdova','600260003')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('29705611S','Esteban','Bañuelos Narváez','662855814')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('28430532X','Dorotea','Loera Herrera','681911047')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('28696937N','Javier','Alcaraz Leiva','671694438')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('37132952C','Gabriel','Flórez Espino','610953676')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('30342935T','Alicia','Quintanilla Carrera','619711153')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('33525290G','Virginia','Navarrete Quintanilla','640153742')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('19698341K','Natalia','Corral Ávalos','675447583')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('27295499X','Ramón','Correa Cano','613819950')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('42098749O','Gregorio','Acosta Reyna','658770443')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('18242690X','Hugo','Salas Anaya','636565507')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('33146210Q','Mercedes','Rojo Armendáriz','601085768')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('41525875O','Sara','Castillo Marín','640102261')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('16549370J','Alfonso','Perea Sauceda','601367366')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('11775133F','Olivia','Garica Fierro','657056570')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('10324889P','Alfredo','Bustamante Molina','693142848')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('38761183T','María Cristina','Garay Santillán','679476904')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('26710981Z','Miguel','Barragán Mateo','615502548')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('12153423M','Mónica','Prieto Olvera','601202133')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('13851507V','Diana','Samaniego Holguín','684239617')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('11283763L','Guillermo','Mares Loera','607634458')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('46022856B','Rocío','Nazario Salcedo','604767763')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('16372856N','Daniel','Bahena Jaimes','676478432')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('28820809P','Homero','Hernández Delao','657899175')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('49646143V','Marcos','Márquez Guillén','636623897')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('26615930U','Gustavo','Lebrón Rascón','699085048')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('22426754V','Samuel','Muñoz Estévez','600718090')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('27044449E','Ernesto','Ayala Cabrera','689625728')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('46626450S','Barbara','Peña Sedillo','626160865')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('29766044H','Manuel','Maestas Caldera','626975470')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('42898404B','Jacobo','Alcalá Garay','681497217')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('41536850T','Florencia','Verdugo Solorio','618625558')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('15289153U','Silvia','Carbajal Barrientos','621428574')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('37780013F','Inés','López Armijo','629607893')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('10293107V','Marisol','Merino Henríquez','636194799')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('47407228V','David','Mota Gastélum','647981615')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('38777251G','Rocío','Olivera Valladares','665935729')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('21306533C','Benito','Palomino Ledesma','647322728')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('29375443U','Manuela','Ceja Lucero','698362250')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('12622124Y','Dolores','Salas Barela','668076837')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('45205038S','Juan Carlos','Sanabria Altamirano','689182059')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('47724431I','Mariano','Sánchez Angulo','664178559')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('22232416A','Emilia','Loera Vázquez','674465589')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('22966395M','Jaime','Romo Parra','610988462')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('20809364Q','Silvia','Aguirre Ayala','655586135')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('48822295P','Elsa','Bravo Carvajal','620766676')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('42738967W','Pablo','Vallejo Fajardo','654044891')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('43340724Y','Ramona','Almanza Preciado','695034287')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('32449862N','María del Carmen','Rojo Anguiano','644181103')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('21092882Q','Gloria','Urías Medina','676442268')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('13372111L','Gabriel','Madera Prado','694005314')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('20840839B','Yolanda','Sevilla Garica','627799958')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('43052041U','Gerardo','Agosto Soto','604872221')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('44229502B','Cecilia','Curiel Cervántez','668557595')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('10708694E','Manuel','Villegas Soria','663350346')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('41139693D','Sergio','Ornelas Rubio','691613248')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('16085693V','Verónica','Sánchez Acevedo','637449682')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('44262722B','Magdalena','Murillo Quiñónez','641905628')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('33178651C','Ernesto','Lara Tafoya','657836253')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('26759896O','Antonia','Villanueva Serna','694000382')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('24619126P','Santiago','Pulido Piña','628844967')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('42326098G','Rebeca','Esparza Vega','674676655')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('42275417N','Marisol','Yáñez Estévez','670416501')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('34418117F','Alicia','Ortega Becerra','692083266')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('44570711C','Federico','Salinas Pelayo','691045812')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('44699742N','Agustín','Rincón Gómez','659143403')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('47928912H','Gilberto','Medina Zarate','682629438')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('28096740T','Micaela','Cerda Domínguez','615580748')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('30913675Y','Irene','Camacho Alfaro','661443713')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('45887586X','Octavio','Esquivel Martínez','633430610')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('15633013V','Esperanza','Cordero Alanis','667248528')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('28706388E','Samuel','Farías Aparicio','645354529')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('13868126Z','Germán','Lira Polanco','644736804')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('14251994O','Arturo','Palomo Mascareñas','619368723')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('46320748G','Virginia','Paredes Ávalos','610449354')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('41180600X','Sonia','Reyes Sedillo','628494684')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('23762872B','Reina','Cabrera Sevilla','688727058')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('23282718F','Isabela','Niño Aguilera','670112479')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('47878907Y','Magdalena','Marrero Domínguez','678853288')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('31243504K','Inés','Feliciano Tello','686593082')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('29181652G','Rocío','Ríos Galarza','630369329')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('24810292V','Gustavo','Loya Crespo','699110434')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('35235157A','Francisco','Correa Santiago','618485714')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('21234105B','Anita','Márquez Miranda','625442282')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('29670033X','Ángela','Saucedo Esparza','693387084')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('31047320E','Manuela','Alicea Piña','606588074')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('14044251Q','Gerardo','Escalante Quiróz','632695118')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('26854629X','Gabriela','Chavarría Elizondo','674933752')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('24227385D','Patricio','Madrid Montemayor','651885644')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('19763328E','Lilia','Corona Gaytán','640671467')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('38142307D','Micaela','Rosas Morales','635643445')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('15763819K','Víctor','Guzmán Tamez','659150420')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('45682704X','Marta','Miramontes Echevarría','677923025')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('46696515H','Gregorio','Partida Olvera','618793442')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('28716483L','Luis Miguel','Gaona Adorno','659374567')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('36413157W','Rosario','Quesada Velásquez','637639147')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('42445378F','Ramiro','Muñoz Quintana','634915346')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('37743761U','Conchita','Farías Iglesias','688759073')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('31045683T','Jacobo','Juárez Arenas','638296902')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('39287755C','Ángela','Gracia Pedroza','625654748')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('33238945Y','Antonio','Puga Escobedo','682491347')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('27879059T','Luisa','Maya Lemus','665248993')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('30101197P','Alejandra','Mata Luna','631836516')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('24664026J','Mercedes','Ledesma Macías','603184037')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('44592105C','Mayte','Fajardo Cotto','603535693')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('25124989G','Pedro','Haro Gaitán','607079494')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('36313597N','Jorge Luis','Sauceda Prieto','610550361')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('26817883D','Francisco','Luna Cordero','683664583')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('29908565K','José','Molina Loera','600662701')"
db2 "INSERT INTO CONTRIBUYENTE VALUES ('38148262B','Laura','Griego Fernández','671679552')"
